Para analizar los resultados podés bajar el .csv (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recordá calificar a la empresa donde estás trabajando en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usá el código ENCUESTA en la tienda de sysarmy y llevate un 10% de descuento!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,Esta obra está bajo una Licencia Creative Commons Atribución-NoComercial-CompartirIgual 4.0 Internacional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dónde estás trabajando;Tipo de contrato;Salario mensual o retiro BRUTO (en tu moneda local);Salario mensual o retiro NETO (en tu moneda local);Pagos en dólares;¿Cuál fue el último valor de dólar que tomaron?;¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Recibís algún tipo de bono;A qué está atado el bono;¿Tuviste ajustes por inflación durante 2021?;¿De qué % fue el ajuste total?;¿En qué mes fue el último ajuste?;Trabajo de;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Plataformas;Lenguajes de programación o tecnologías.;Frameworks, herramientas y librerías;Bases de datos;QA / Testing;IDEs;Cantidad de personas en tu organización;Trabajo para una empresa que no tiene oficina en mi ciudad;Actividad principal;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;Beneficios extra;Nivel de estudios alcanzado;Estado;Carrera;Universidad;Realizaste cursos de especialización;¿Contribuís a proyectos open source?;¿Programás como hobbie?;¿Tenés guardias?;Cuánto cobrás por guardia;¿Porcentaje, bruto o neto?;¿Sufriste o presenciaste situaciones de violencia laboral?;¿Tenés algún tipo de discapacidad?;¿Sentís que esto te dificultó el conseguir trabajo?;¿Cómo venís llevando la pandemia?;¿Tenés hijos/as menores de edad?;¿Con cuántas personas estás conviviendo?;¿Con quiénes convivís?;¿Tenés un espacio dedicado para el trabajo?;¿Tenés que compartir tu equipo de trabajo con alguien?;¿Qué tipo de cuarentena hiciste / estás haciendo?;¿Cambió tu situación laboral a raíz de la pandemia?;¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?;¿Cómo se vio afectada tu empresa/organización?;¿Instauraron algún beneficio nuevo?;Tengo;Me identifico
Ciudad Autónoma de Buenos Aires;Full-Time;190000;155000;;;3;3;No;No recibo bono;Dos;22;7;Manager / Director;20;3;3;13;Amazon Web Services| Linux;HTML| Python;TensorFlow;MongoDB;Postman| Puppeteer;Vim;Nov-50;;Producto basado en Software;9;9;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;40;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;149000;113622;;;3;2;No;No recibo bono;Uno;10;3;Product Owner;3;2;0;0;Azure;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;1001-2000;;Otras industrias;8;10;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;No;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;No;3;0;0;Vivo solo/a;Sí;No;4;No;8;Cerró oficinas;Clases de gimnasia| Clases de meditación| Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc);26;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;130000;120000;;;2;2;No;No recibo bono;Uno;30;3;Technical Leader;9;9;2;17;Docker| Linux| Portainer;Ninguno de los anteriores;Ninguno de los anteriores;MariaDB| MongoDB| MySQL;Postman;Notepad++| Vi;51-100;;Servicios / Consultoría de Software / Digital;7;0;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Terciario;En curso;Analista de Sistemas;Ifts 11;No;No;No;Sí| pasiva;3000;Bruto;Jamás;;;4;0;1;Pareja;No;No;3;No;7;Se vio beneficiada;Pago de abono de Internet;30;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;200000;;Cobro en dólares;170;4;4;No;Personas a cargo;No;0;0;Designer;6;0;0;2;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;Nov-50;;Servicios / Consultoría de Software / Digital;5;4;Capacitaciones y/o cursos;Universitario;Completado;Diseño Gráfico;Soy extranjera ;Sí| de forma particular;No;No;;;;;;;;;;;;;;;;;;24;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;450000;29000;;;3;3;De uno a tres sueldos;Mix de las anteriores;Uno;15;6;QA / Tester;3;0;0;0;Linux| VMWare;Ninguno de los anteriores| ECL;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores| RCPTT;Eclipse;1001-2000;;Producto basado en Software;10;8;Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Cuota para universidad / posgrados| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Analista de Sistemas;UADE - Universidad Argentina De la Empresa;No;No;No;No;0;Neto;En un trabajo anterior;;No;3;0;0;Vivo solo/a;No;No;4;Cambié de trabajo| pero no por la pandemia;10;Se vio beneficiada;Días libres extras;34;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;130.000$;115000;Mi sueldo está dolarizado (pero cobro en moneda local);170;2;2;Un sueldo;Aguinaldo;Dos;15;6;Data Engineer;15;7;7;3;Amazon Web Services| Azure| Docker| Google Cloud Platform/App Engine| Linux| VMWare| Windows Server;PHP| SQL| VBA;Drupal| Symfony| WordPress;Apache HBase| Apache Hive| MariaDB| MongoDB| MySQL| PostgreSQL;Visual Studio Coded UI;Visual Studio;1001-2000;;Otras industrias;5;7;Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;42;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;338000;216320;Cobro en dólares, Mi sueldo está dolarizado (pero cobro en moneda local);130;3;2;No;No recibo bono;Uno;18;4;Developer;8;0;6;0;Amazon Web Services| Docker| Google Cloud Platform/App Engine| Heroku| Kubernetes| Linux;Go| HTML| Javascript| Python| R| TypeScript;Flask| React.js| Spark;PostgreSQL;Cypress| Jest| Karma| Mocha| Postman| Puppeteer| Selenium;Visual Studio Code;501-1000;;Producto basado en Software;7;7;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Sueldo divido en dos pagos por mes| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Ingeniería Eléctrica;UTN - Universidad Tecnológica Nacional;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;Jamás;Visual;No;3;0;1;Pareja;Sí;No;2;Cambié de trabajo| pero no por la pandemia;7;Se vio beneficiada;Almuerzo o delivery de snacks/bebidas (saludables o para after office)| Clases de gimnasia| Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc);30;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;105000;87000;;;3;2;No;No recibo bono;Uno;15;6;QA / Tester;10;1;1;0;OpenStack| SAP;.NET| Bash/Shell| C| SQL;Laravel| Node.js| SAP;MySQL;Selenium;Ninguno de los anteriores;10001+;;Otras industrias;8;8;Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc);;;;;;;;;;;;;;;;;;;;;;;;;32;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;196225;142124;Cobro parte de mi sueldo en otro país, Mi sueldo está dolarizado (pero cobro en moneda local);99.79;3;3;No;No recibo bono;No;0;0;SysAdmin / DevOps / SRE;6;0;0;0;Amazon Web Services| Docker| Linux| Serverless| Windows Server;Python;Ninguno de los anteriores;Amazon RDS/Aurora| MariaDB;Postman;Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;9;9;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Stock options / RSUs;Universitario;En curso;Licenciatura en Tecnología de la Información;UP - Universidad de Palermo;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;2;0;1;Familia de origen (madre/padre/hermanos/as);No;No;2;Cambié de trabajo| pero no por la pandemia;8;No la afectó| Se vio beneficiada;Clases de meditación| Clases de yoga| Pago de abono de Internet;25;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;116000;100000;;;3;2;No;No recibo bono;Uno;10;4;Business Analyst;5;0;4;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;MySQL;Ninguna de las anteriores;Ninguno de los anteriores;101-200;;Producto basado en Software;7;4;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| los pagó un empleador;No;Sí;No;0;Bruto;En un trabajo anterior;;;;;;;;;;;;;;30;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;806000;471095;Cobro en dólares;130;3;3;No;No recibo bono;No;0;0;Developer;13;0;0;0;Amazon Web Services| Docker| Kubernetes| Linux;Go| Python| Scala;Spark;Amazon RDS/Aurora| ElasticSearch| PostgreSQL| Redis;JUnit;IntelliJ| Vim| Visual Studio Code;1001-2000;;Producto basado en Software;7;7;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Stock options / RSUs| Sueldo divido en dos pagos por mes;Universitario;Incompleto;Ingeniería en Informática;UBA - Universidad de Buenos Aires;Sí| de forma particular;No;Sí;Sí| pasiva;0;Porcentaje de mi sueldo;Jamás;;No;;;;;;;;;;;;36;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;240000;;;;4;4;No;No recibo bono;Tres;100;7;UX Leader;10;2.5;2.5;3;Ninguna de las anteriores;Ninguno de los anteriores;React.js;Ninguna de las anteriores;Ninguna de las anteriores;Sublime Text| Visual Studio;201-500;;Producto basado en Software;7;7;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias)| Seguro para bicicleta| 2 días off| viernes flex;Universitario;Completado;Diseño Gráfico;UADE - Universidad Argentina De la Empresa;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Neto;Jamás;Visual;No;4;0;1;Pareja;Sí;No;4;No;10;No la afectó;Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Envío de la silla de la oficina;31;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;80000;85000;;;2;3;Menos de un sueldo;Performance individual;Uno;15;6;Developer;1;1;1;0;Docker| Heroku;Javascript;Node.js| Express.js;MongoDB;Jest;IntelliJ| Visual Studio Code| WebStorm;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;8;0;Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles;Universitario;En curso;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;No;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;1;Familia de origen (madre/padre/hermanos/as);Sí;No;3;No;7;Frenaron las contrataciones;Ninguna de las anteriores;24;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;130000;106000;Mi sueldo está dolarizado (pero cobro en moneda local);;3;2;No;No recibo bono;Uno;10;7;Developer;2;1.5;2;0;Ninguna de las anteriores;CSS| HTML| Javascript| TypeScript;Angular;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;10;10;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Stock options / RSUs;;;;;;;;;;;;;;;;;;;;;;;;;26;Varón Cis
Ciudad Autónoma de Buenos Aires;Freelance;250000;250000;Cobro en dólares;;4;4;No;No recibo bono;Uno;40;5;Recruiter / HR;5;0;2;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;10-Jan;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;7;Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Lic en Cs. Antropológicas;UBA - Universidad de Buenos Aires;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;3;0;0;Vivo solo/a;Sí;No;3;Cambié de trabajo| pero no por la pandemia;6;No la afectó;Ninguna de las anteriores;28;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;140000;115000;;;3;4;No;No recibo bono;Dos;25;6;QA / Tester;3;0;3;0;Linux;SQL;Node.js;ElasticSearch| MongoDB| PostgreSQL;Cucumber| Postman| SoapUI;Notepad++| Sublime Text;10001+;;Producto basado en Software;8;6;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Cuota para universidad / posgrados| Vacaciones flexibles (adicionales a las reglamentarias)| Celular;Terciario;En curso;Analista de Sistemas;UAI - Universidad Abierta Interamericana;Sí| los pagó un empleador;No;Sí;No;0;Neto;En un trabajo anterior;Motriz;No;4;0;0;Vivo solo/a;No;No;3;Decidí buscar otro trabajo;7;No la afectó| Se vio beneficiada;Ninguna de las anteriores;30;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;124000;100000;;;3;3;No;No recibo bono;Dos;25;7;Developer;1;1;1;0;Docker| Kubernetes;CSS| Java| Javascript| Kotlin| PHP| Scala| SQL| TypeScript;React.js;Amazon Redshift| Amazon RDS/Aurora| MySQL| PostgreSQL;Cypress| Jest| JUnit;IntelliJ| Sublime Text| Visual Studio Code;201-500;;Producto basado en Software;8;8;Abono de Internet| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;23;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;380000;257751;;;1;1;No;No recibo bono;No;0;0;Architect;12;1;6;12;Azure| Docker| Kubernetes| Linux| SAP;.NET| C#| CSS| Javascript| SQL| TypeScript;.NET Core| Angular| Bootstrap| jQuery| Node.js| SAP;Cassandra| ElasticSearch| Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server| MongoDB| PostgreSQL| Redis;Cucumber| Karma| Mocha| NUnit| Postman| Selenium| SoapUI| TFS;Visual Studio| Visual Studio Code;1001-2000;;Otras industrias;8;9;Ninguna de las anteriores;Posgrado;Completado;Ingeniería en Telecomunicaciones;UPR;Sí| de forma particular;Sí;No;No;0;Porcentaje de mi sueldo;Jamás;;;4;1;2;Pareja| Hijos/as (tiempo completo);Sí;No;4;Decidí buscar otro trabajo;8;Bajaron los sueldos o pagan parte;Ninguna de las anteriores;50;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;55000;45000;;;3;3;No;No recibo bono;No;0;0;BI Analyst / Data Analyst;0;0;0;0;VMWare;SQL;0;Oracle;0;0;201-500;;Servicios / Consultoría de Software / Digital;9;9;Abono de celular| Clases de idiomas;;;;;;;;;;;;;;;;;;;;;;;;;28;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;100000;82000;;;1;2;No;No recibo bono;Uno;15;6;IT Operations Analyst;4;2;0;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;10001+;;Servicios / Consultoría de Software / Digital;8;9;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Lactario en la oficina| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Sistemas de Información;UBA - Universidad de Buenos Aires;Sí| de forma particular;No;No;No;0;Bruto;Jamás;;;2;0;3;Familia de origen (madre/padre/hermanos/as);No;No;4;No;7;Cerró oficinas| No la afectó| Se vio beneficiada;Almuerzo o delivery de snacks/bebidas (saludables o para after office);27;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;120000;99000;;;3;2;Menos de un sueldo;Mix de las anteriores;Uno;15;1;Technical Leader;5;2;2;0;Azure;Bash/Shell;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;2001-5000;;Otras industrias;7;8;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;38;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;278000;190000;;;3;3;Menos de un sueldo;Y compañía;Dos;23;5;Developer;5;0;3;0;Firebase| Google Cloud Platform/App Engine;Javascript| Ruby| TypeScript;Node.js;Google Cloud Storage| PostgreSQL| Redis;Jest| Minitest;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;7;9;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas;Universitario;Completado;Licenciatura en Sistemas de Información;UNLP - Universidad Nacional de La Plata;No;No;No;No;0;Neto;Jamás;;No;;;;;;;;;;;;29;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;90000;70000;;80;1;1;Menos de un sueldo;Performance individual;Uno;25;1;Business Analyst;4;3;3;0;Amazon Web Services;Ninguno de los anteriores;Ninguno de los anteriores;Amazon DynamoDB| Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;51-100;;Producto basado en Software;2;1;Ninguna de las anteriores;Universitario;Completado;Marketing;UADE - Universidad Argentina De la Empresa;Sí| de forma particular;No;No;;;;;;;;;;;;;;;;;;35;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;500000;240000;Cobro en dólares;;3;3;3+ sueldos;Mix de las anteriores;Dos;25;3;Technical Leader;0;15;0;6;Amazon Web Services| Docker;Java| Javascript| Kotlin| TypeScript;React.js;Oracle;Postman;IntelliJ;201-500;;Producto basado en Software;7;7;Abono de celular| Capacitaciones y/o cursos;;;;;;;;;;;;;;;;;;;;;;;;;40;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;147000;113000;;;4;3;No;No recibo bono;No;0;0;Networking;2;2;2;0;Azure| Kubernetes| Linux| OpenShift;CSS| HTML| Javascript| Python;Flask;MySQL| PostgreSQL;Postman;Notepad++| PyCharm| Visual Studio Code;2001-5000;;Otras industrias;8;7;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Estacionamiento gratuito / subvencionado;Universitario;En curso;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;No;No;No;Sí| pasiva;0;Neto;En un trabajo anterior;;;3;0;3;Familia de origen (madre/padre/hermanos/as);Sí;No;3;No;5;Despidió a algunas personas;Ninguna de las anteriores;25;Mujer Cis
Ciudad Autónoma de Buenos Aires;Tercerizado (trabajo a través de consultora o agencia);530000;460000;Cobro parte de mi sueldo en otro país, Mi sueldo está dolarizado (pero cobro en moneda local);101;4;4;No;No recibo bono;No;0;0;Developer;16;1;1;0;Docker;Ruby;Rails;ElasticSearch| PostgreSQL;RSpec;Sublime Text;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;9;10;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;39;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;430000;237000;;;3;3;3+ sueldos;Mix de las anteriores;Tres;45;6;Manager / Director;20;13;2;17;Amazon Web Services| Azure| Google Cloud Platform/App Engine| IBM Cloud / Watson| Kubernetes| Linux| OpenShift| Serverless| Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Google Cloud Storage;Ninguna de las anteriores;Ninguno de los anteriores;10001+;;Otras industrias;8;8;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida;Universitario;Completado;Licenciatura en Sistemas de Información;UK - Universidad Kennedy;Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;3;3;4;Pareja| Hijos/as (tiempo completo);No;No;4;No;10;No la afectó| Se vio beneficiada;Ninguna de las anteriores;44;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;155000;123000;;;2;2;Un sueldo;Mix de las anteriores;Dos;40;4;Developer;4;3;2;0;Amazon Web Services| Docker| Kubernetes| OpenShift;Bash/Shell| C| Java;Hibernate| Spring;MongoDB| Oracle;JUnit;IntelliJ| Visual Studio Code;10001+;;Otras industrias;5;10;Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles| Licencia de paternidad / maternidad extendida;Universitario;En curso;Licenciatura en Informática;UNQ - Universidad Nacional de Quilmes;Sí| de forma particular;No;Sí;Sí| pasiva;0;Porcentaje de mi sueldo;En mi trabajo actual;;;4;1;2;Pareja| Hijos/as (tiempo completo);Sí;No;4;No;10;No la afectó;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;33;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;145000;130000;;;3;2;No;No recibo bono;Uno;10;3;Project Manager;15;10;5;3;Ninguna de las anteriores| ERP varios;.NET| C#| CSS| HTML| SQL;.NET Core| Bootstrap| Lenguajes propietarios de ERPs;Microsoft SQL Server;Postman| SoapUI| Microsoft Test ;Visual Studio| Visual Studio Code;Nov-50;;Servicios / Consultoría de Software / Digital;4;2;Ninguna de las anteriores;Universitario;Incompleto;Ingeniería Industrial;UADE - Universidad Argentina De la Empresa;Sí| de forma particular;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;No;2;2;3;Pareja| Hijos/as (tiempo completo);No;No;3;No;7;No la afectó;Ninguna de las anteriores;44;Varón Cis
Ciudad Autónoma de Buenos Aires;Tercerizado (trabajo a través de consultora o agencia);98856;81600;;;3;2;No;No recibo bono;Uno;15;4;Consultant;3;1;1;0;Linux| VMWare| Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;5001-10000;;Servicios / Consultoría de Software / Digital;8;8;Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles;Universitario;En curso;Ingeniería en Computación;UNTREF;No;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;No;;;;;;;;;;;;25;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;163000;125000;;;3;3;No;No recibo bono;Uno;40;3;SysAdmin / DevOps / SRE;3;2;2;5;Docker| Kubernetes| OpenShift;HTML| Java;Node.js;ElasticSearch| MongoDB| Oracle;Postman;Visual Studio;10001+;;Servicios / Consultoría de Software / Digital;10;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc);;;;;;;;;;;;;;;;;;;;;;;;;32;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;120000;90000;;;2;2;No;No recibo bono;Uno;21;3;BI Analyst / Data Analyst;5;2;2;0;Ninguna de las anteriores;SQL;Ninguno de los anteriores;PostgreSQL;Ninguna de las anteriores;Ninguno de los anteriores;1001-2000;;Otras industrias;3;5;Ninguna de las anteriores;Universitario;En curso;Licenciatura en Sistemas de Información;UAI - Universidad Abierta Interamericana;No;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;3;0;1;Pareja;No;No;3;No;1;Despidió a algunas personas| Frenaron las contrataciones;Ninguna de las anteriores;28;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;120000;105000;;;3;2;De uno a tres sueldos;Mix de las anteriores;Dos;45;6;Developer;10;6;6;0;Ninguna de las anteriores;CSS| HTML| Java| Javascript| SQL;Angular| Bootstrap| Hibernate| jQuery| Spring;Oracle| Sybase;SoapUI;Eclipse| Notepad++| Visual Studio Code;10001+;;Producto basado en Software;10;10;Capacitaciones y/o cursos| Clases de idiomas| Estacionamiento gratuito / subvencionado| Lactario en la oficina| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;39;Varón Cis
